 0.105501808456986E-02, 33, 31, 32
 0.613072212549633E-01, 33, 36, 31
 0.326385270979500E+00, 33, 36, 30
 0.816331832717596E+00, 33, 36, 30
 0.140158531444823E+01, 33, 36, 30
 0.204232390168720E+01, 33, 28, 39
 0.333481459170924E+01, 33, 28, 39
 0.464538597870259E+01, 33, 28, 28
 0.581174332827400E+01, 33, 38, 29
 0.655327294122837E+01, 34, 38, 29
 0.672489297672009E+01, 34, 38, 29
 0.635084215694124E+01, 34, 38, 29
 0.558383097574512E+01, 34, 38, 29
 0.463953484702902E+01, 33, 38, 29
 0.371541654008991E+01, 34, 38, 29
 0.292851300275158E+01, 34, 38, 29
 0.229610486680691E+01, 34, 38, 29
 0.176393225553465E+01, 34, 38, 29
 0.126766524913130E+01, 34, 28, 39
 0.781147262049752E+00, 34, 28, 39
 0.545848069689245E+00, 33, 36, 36
 0.701797914191931E+00, 34, 30, 30
 0.101860020631738E+01, 34, 36, 30
 0.135276123142449E+01, 34, 36, 30
 0.165785229519868E+01, 34, 28, 39
 0.258194242217569E+01, 34, 28, 39
 0.337683588240139E+01, 34, 38, 29
 0.392537866724816E+01, 33, 38, 29
 0.398467836900245E+01, 34, 38, 29
 0.355451470834463E+01, 34, 38, 29
 0.279304500510714E+01, 34, 38, 29
 0.196311411564825E+01, 34, 38, 29
 0.133973169575467E+01, 34, 38, 29
 0.147028323452479E+01, 33, 36, 36
 0.166654125004789E+01, 34, 30, 30
 0.202460041832865E+01, 34, 28, 39
 0.267314369552819E+01, 34, 28, 39
 0.321393151994066E+01, 34, 38, 29
 0.361663249659767E+01, 34, 38, 29
 0.377430947498499E+01, 34, 38, 29
 0.377328852487856E+01, 33, 38, 29
 0.375677803019799E+01, 34, 38, 29
 0.384755258367937E+01, 33, 38, 29
 0.408295131604786E+01, 33, 38, 29
 0.439082766764422E+01, 34, 38, 29
 0.461678051110101E+01, 34, 38, 29
 0.459043003040030E+01, 33, 38, 29
 0.420158569329039E+01, 33, 38, 29
 0.345296842120759E+01, 34, 38, 29
 0.246654128651665E+01, 34, 38, 29
 0.144074527966900E+01, 34, 38, 29
 0.699337661291639E+00, 33, 36, 36
 0.658059079101897E+00, 34, 36, 30
 0.648729190466427E+00, 33, 37, 37
 0.564871060569646E+00, 34, 29, 37
 0.374419851905280E+00, 33, 37, 37
 0.218441053108747E+00, 34, 36, 30
 0.293352501510644E+00, 34, 36, 30
 0.613166035271336E+00, 33, 36, 36
 0.114182614729817E+01, 33, 36, 36
 0.182246158070928E+01, 33, 36, 36
 0.286967773344334E+01, 34, 28, 39
 0.430210943348867E+01, 34, 28, 39
 0.574059717528369E+01, 34, 38, 29
 0.699093273888115E+01, 34, 38, 29
 0.769266236526259E+01, 34, 38, 29
 0.767388851742710E+01, 34, 38, 29
 0.693786354784858E+01, 34, 38, 29
 0.566139094755510E+01, 34, 38, 29
 0.413430780421935E+01, 33, 38, 29
 0.266403843460161E+01, 33, 38, 29
 0.148224273131435E+01, 33, 28, 38
 0.114971656036375E+01, 34, 36, 30
 0.937354842823444E+00, 34, 36, 30
 0.656705182423331E+00, 34, 36, 30
 0.406631471329734E+00, 33, 37, 37
 0.289050432365094E+00, 33, 37, 37
 0.333294917663560E+00, 34, 36, 30
 0.576449956120100E+00, 34, 36, 30
 0.927380759784343E+00, 34, 36, 30
 0.129245512874595E+01, 33, 36, 36
 0.209198761367309E+01, 34, 28, 39
 0.297596889938083E+01, 33, 28, 28
 0.374663602984479E+01, 34, 38, 29
 0.422416823568337E+01, 33, 38, 29
 0.430822505231022E+01, 34, 38, 29
 0.405094178557629E+01, 33, 38, 29
 0.361378863771268E+01, 33, 38, 29
 0.320309350645717E+01, 33, 38, 29
 0.298692525708795E+01, 33, 38, 29
 0.302821285803636E+01, 34, 38, 29
 0.327390430883081E+01, 33, 28, 28
 0.353090546157578E+01, 33, 38, 29
 0.365252929568755E+01, 34, 38, 29
 0.350903511113157E+01, 34, 38, 29
 0.310162161018400E+01, 34, 38, 29
 0.255741840092748E+01, 34, 38, 29
 0.208066596593986E+01, 34, 38, 29
 0.186828224003541E+01, 33, 28, 29
 0.208438881453836E+01, 33, 28, 28
 0.259967000939323E+01, 33, 28, 28
 0.321129201919371E+01, 33, 28, 28
 0.370282026400608E+01, 34, 38, 29
 0.392492761015284E+01, 34, 38, 29
 0.369148521675029E+01, 33, 38, 29
 0.302370339610132E+01, 34, 38, 29
 0.208251930101884E+01, 34, 38, 29
 0.110708699011195E+01, 33, 28, 29
 0.603123210386473E+00, 33, 36, 36
 0.721086674191512E+00, 34, 36, 30
 0.803013581416895E+00, 34, 30, 30
 0.814930457772723E+00, 34, 30, 30
 0.811480698443588E+00, 34, 30, 30
 0.108862991646694E+01, 33, 28, 28
 0.159278569157764E+01, 33, 28, 28
 0.219389761937321E+01, 33, 28, 28
 0.296499758476272E+01, 34, 38, 29
 0.391925838532353E+01, 34, 38, 29
 0.500647032084196E+01, 34, 38, 29
 0.607323793110722E+01, 34, 38, 29
 0.689144821825882E+01, 34, 38, 29
 0.722984872635694E+01, 34, 38, 29
 0.693971144619710E+01, 34, 38, 29
 0.601925829822732E+01, 34, 38, 29
 0.462861957894215E+01, 34, 38, 29
 0.304647378331350E+01, 34, 38, 29
 0.158320222182052E+01, 34, 38, 29
 0.100286263310076E+01, 34, 36, 30
 0.985895749484270E+00, 34, 36, 30
 0.918399819843157E+00, 34, 37, 37
 0.688278013804496E+00, 34, 37, 37
 0.361231136604730E+00, 34, 37, 37
 0.197037409464720E+00, 34, 11, 12
 0.179954241792883E+00, 33, 57,  9
 0.277294763982990E+00, 34, 36, 30
 0.700511027156827E+00, 34, 36, 30
 0.121724546201588E+01, 34, 30, 30
 0.176649155415980E+01, 33, 28, 28
 0.290001590155320E+01, 33, 28, 28
 0.405589556776513E+01, 33, 28, 28
 0.508990692987996E+01, 34, 38, 29
 0.576821513168097E+01, 34, 38, 29
 0.597153069811181E+01, 33, 38, 29
 0.573355389856928E+01, 34, 38, 29
 0.519591227911477E+01, 34, 38, 29
 0.454332322652881E+01, 34, 38, 29
 0.392852996659729E+01, 34, 38, 29
 0.341966051413562E+01, 34, 38, 29
 0.299182090278178E+01, 34, 38, 29
 0.256446424841055E+01, 33, 28, 29
 0.206532297425339E+01, 34, 38, 29
 0.148958899682538E+01, 34, 28, 29
 0.924955401525973E+00, 33, 28, 29
 0.834535284602464E+00, 33, 36, 36
 0.113342919169099E+01, 34, 36, 30
 0.147386525425281E+01, 34, 36, 30
 0.170605250223647E+01, 33, 30, 31
 0.260019553091136E+01, 33, 28, 28
 0.338500596424912E+01, 33, 28, 28
 0.392490891899281E+01, 34, 38, 29
 0.397177052842991E+01, 33, 38, 29
 0.349771674644911E+01, 34, 28, 29
 0.265288155918176E+01, 34, 38, 29
 0.170223007624931E+01, 34, 28, 29
 0.989172515037564E+00, 33, 36, 36
 0.115792018435201E+01, 34, 36, 30
 0.139595250198445E+01, 34, 36, 30
 0.149707537924810E+01, 34, 36, 30
 0.195193743205920E+01, 33, 28, 28
 0.258423684066343E+01, 33, 28, 28
 0.312193931199474E+01, 34, 38, 29
 0.353421207874394E+01, 34, 28, 29
 0.383176069669288E+01, 34, 28, 29
 0.411536858489069E+01, 33, 38, 29
 0.446227308063637E+01, 33, 28, 29
 0.487075068403899E+01, 33, 28, 29
 0.524486657428818E+01, 33, 38, 38
 0.542726604145749E+01, 34, 38, 29
 0.526607384577153E+01, 33, 38, 29
 0.468633611197149E+01, 34, 28, 29
 0.373386882936986E+01, 33, 28, 29
 0.257092874723231E+01, 33, 38, 29
 0.142395320495022E+01, 34, 38, 29
 0.772801524246571E+00, 33, 30, 36
 0.757121477393559E+00, 34, 36, 30
 0.733066892264076E+00, 34, 37, 37
 0.588680200131867E+00, 33, 37, 37
 0.335232834634269E+00, 34, 37, 37
 0.148319528225122E+00, 33, 13, 54
 0.133929994772430E+00, 34, 10, 10
 0.369270959799566E+00, 34, 36, 30
 0.861678615601751E+00, 33, 30, 37
 0.148812190636764E+01, 34, 30, 30
 0.221343431269373E+01, 33, 38, 28
 0.360761982894727E+01, 33, 28, 28
 0.506962178765240E+01, 33, 28, 39
 0.639860725829373E+01, 34, 38, 29
 0.728616931720892E+01, 33, 38, 29
 0.751089131114054E+01, 34, 38, 29
 0.704641426591978E+01, 33, 38, 29
 0.603356561012913E+01, 33, 38, 38
 0.472553050922982E+01, 33, 38, 38
 0.339907783377634E+01, 34, 38, 38
 0.226756505105031E+01, 33, 38, 38
 0.143886160937273E+01, 33, 28, 28
 0.103018441216049E+01, 33, 30, 31
 0.732792216371339E+00, 34, 36, 30
 0.484732982782097E+00, 34, 36, 30
 0.373736966141909E+00, 34, 36, 30
 0.452058565962349E+00, 34, 36, 30
 0.701729642688830E+00, 34, 36, 30
 0.103784480939158E+01, 34, 36, 30
 0.134305329796670E+01, 33, 30, 31
 0.214894106669002E+01, 33, 28, 28
 0.300972352488593E+01, 33, 28, 28
 0.371465738289590E+01, 34, 38, 38
 0.406269953042169E+01, 34, 38, 38
 0.397251258005245E+01, 34, 38, 38
 0.352689773273711E+01, 34, 38, 38
 0.292506722766231E+01, 34, 38, 38
 0.240934104453256E+01, 33, 38, 38
 0.217412021521542E+01, 34, 38, 38
 0.234000873091545E+01, 34, 28, 39
 0.276814782317847E+01, 34, 28, 39
 0.324441057607637E+01, 34, 38, 28
 0.361560019706753E+01, 34, 38, 38
 0.376057297605561E+01, 33, 38, 38
 0.360959490498349E+01, 34, 38, 38
 0.325855292141941E+01, 33, 38, 29
 0.289004660114876E+01, 33, 38, 29
 0.269205333478017E+01, 34, 38, 38
